Date,Name,Restaurant,STUDENT,INT,EXT
20230102,Currymeet,22,9.90,11.90,15.50
20230102,Curryvegie,22,7.90,9.90,13.50
20230102,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230102,TakeAwaysalad,22,9.50,10.50,11.50
20230102,Gyros,22,8.90,9.90,11.50
20230102,HotSandwichup650,22,7.90,8.90,10.50
20230102,SuppemitBrot,22,7.50,8.50,9.50
20230103,Currymeet,22,7.50,10.90,15.50
20230103,Curryvegie,22,6.50,9.90,14.50
20230103,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230103,TakeAwaysalad,22,9.50,10.50,11.50
20230103,Gyros,22,8.90,9.90,11.50
20230103,HotSandwichup650,22,7.90,8.90,10.50
20230103,SuppemitBrot,22,7.50,8.50,9.50
20230104,Currymeet,22,7.50,10.90,15.50
20230104,Curryvegie,22,6.50,9.90,14.50
20230104,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230104,TakeAwaysalad,22,9.50,10.50,11.50
20230104,Gyros,22,8.90,9.90,11.50
20230104,HotSandwichup650,22,7.90,8.90,10.50
20230104,SuppemitBrot,22,7.50,8.50,9.50
20230105,Currymeet,22,7.50,10.90,15.50
20230105,Curryvegie,22,6.50,9.90,14.50
20230105,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230105,TakeAwaysalad,22,9.50,10.50,11.50
20230105,Gyros,22,8.90,9.90,11.50
20230105,HotSandwichup650,22,7.90,8.90,10.50
20230105,SuppemitBrot,22,7.50,8.50,9.50
20230106,Currymeet,22,7.50,10.90,15.50
20230106,Curryvegie,22,6.50,9.90,14.50
20230106,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230106,TakeAwaysalad,22,9.50,10.50,11.50
20230106,Gyros,22,8.90,9.90,11.50
20230106,HotSandwichup650,22,7.90,8.90,10.50
20230106,SuppemitBrot,22,7.50,8.50,9.50
20230109,Currymeet,22,9.90,11.90,15.50
20230109,Curryvegie,22,7.90,9.90,13.50
20230109,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230109,TakeAwaysalad,22,9.50,10.50,11.50
20230109,Gyros,22,8.90,9.90,11.50
20230109,HotSandwichup650,22,6.90,7.90,9.50
20230109,SuppemitBrot,22,7.50,8.50,9.50
20230110,Currymeet,22,9.90,11.90,15.50
20230110,Curryvegie,22,7.90,9.90,13.50
20230110,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230110,TakeAwaysalad,22,9.50,10.50,11.50
20230110,Gyros,22,8.90,9.90,11.50
20230110,HotSandwichup650,22,6.90,7.90,9.50
20230110,SuppemitBrot,22,7.50,8.50,9.50
20230111,Currymeet,22,9.90,11.90,15.50
20230111,Curryvegie,22,7.90,9.90,13.50
20230111,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230111,TakeAwaysalad,22,9.50,10.50,11.50
20230111,Gyros,22,8.90,9.90,11.50
20230111,HotSandwichup650,22,6.90,7.90,9.50
20230111,SuppemitBrot,22,7.50,8.50,9.50
20230112,Currymeet,22,9.90,11.90,15.50
20230112,Curryvegie,22,7.90,9.90,13.50
20230112,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230112,TakeAwaysalad,22,9.50,10.50,11.50
20230112,Gyros,22,8.90,9.90,11.50
20230112,HotSandwichup650,22,6.90,7.90,9.50
20230112,SuppemitBrot,22,7.50,8.50,9.50
20230113,Currymeet,22,9.90,11.90,15.50
20230113,Curryvegie,22,7.90,9.90,13.50
20230113,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230113,TakeAwaysalad,22,9.50,10.50,11.50
20230113,Gyros,22,8.90,9.90,11.50
20230113,HotSandwichup650,22,6.90,7.90,9.50
20230113,SuppemitBrot,22,7.50,8.50,9.50
20230116,Currymeet,22,9.90,11.90,15.50
20230116,Curryvegie,22,7.90,9.90,13.50
20230116,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230116,TakeAwaysalad,22,9.50,10.50,11.50
20230116,Gyros,22,8.90,9.90,11.50
20230116,HotSandwichup650,22,6.90,7.90,9.50
20230116,SuppemitBrot,22,7.50,8.50,9.50
20230117,Currymeet,22,9.90,11.90,15.50
20230117,Curryvegie,22,7.90,9.90,13.50
20230117,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230117,TakeAwaysalad,22,9.50,10.50,11.50
20230117,Gyros,22,8.90,9.90,11.50
20230117,HotSandwichup650,22,6.90,7.90,9.50
20230117,SuppemitBrot,22,7.50,8.50,9.50
20230118,Currymeet,22,9.90,11.90,15.50
20230118,Curryvegie,22,7.90,9.90,13.50
20230118,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230118,TakeAwaysalad,22,9.50,10.50,11.50
20230118,Gyros,22,8.90,9.90,11.50
20230118,HotSandwichup650,22,6.90,7.90,9.50
20230118,SuppemitBrot,22,7.50,8.50,9.50
20230119,Currymeet,22,9.90,11.90,15.50
20230119,Curryvegie,22,7.90,9.90,13.50
20230119,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230119,TakeAwaysalad,22,9.50,10.50,11.50
20230119,Gyros,22,8.90,9.90,11.50
20230119,HotSandwichup650,22,6.90,7.90,9.50
20230119,SuppemitBrot,22,7.50,8.50,9.50
20230120,Currymeet,22,9.90,11.90,15.50
20230120,Curryvegie,22,7.90,9.90,13.50
20230120,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230120,TakeAwaysalad,22,9.50,10.50,11.50
20230120,Gyros,22,8.90,9.90,11.50
20230120,HotSandwichup650,22,6.90,7.90,9.50
20230120,SuppemitBrot,22,7.50,8.50,9.50
20230123,Currymeet,22,9.90,11.90,15.50
20230123,Curryvegie,22,7.90,9.90,13.50
20230123,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230123,TakeAwaysalad,22,9.50,10.50,11.50
20230123,Gyros,22,8.90,9.90,11.50
20230123,HotSandwichup650,22,6.90,7.90,9.50
20230123,SuppemitBrot,22,7.50,8.50,9.50
20230124,Currymeet,22,9.90,11.90,15.50
20230124,Curryvegie,22,7.90,9.90,13.50
20230124,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230124,TakeAwaysalad,22,9.50,10.50,11.50
20230124,Gyros,22,8.90,9.90,11.50
20230124,HotSandwichup650,22,6.90,7.90,9.50
20230124,SuppemitBrot,22,7.50,8.50,9.50
20230125,Currymeet,22,9.90,11.90,15.50
20230125,Curryvegie,22,7.90,9.90,13.50
20230125,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230125,TakeAwaysalad,22,9.50,10.50,11.50
20230125,Gyros,22,8.90,9.90,11.50
20230125,HotSandwichup650,22,6.90,7.90,9.50
20230125,SuppemitBrot,22,7.50,8.50,9.50
20230126,Currymeet,22,9.90,11.90,15.50
20230126,Curryvegie,22,7.90,9.90,13.50
20230126,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230126,TakeAwaysalad,22,9.50,10.50,11.50
20230126,Gyros,22,8.90,9.90,11.50
20230126,HotSandwichup650,22,6.90,7.90,9.50
20230126,SuppemitBrot,22,7.50,8.50,9.50
20230127,Currymeet,22,9.90,11.90,15.50
20230127,Curryvegie,22,7.90,9.90,13.50
20230127,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230127,TakeAwaysalad,22,9.50,10.50,11.50
20230127,Gyros,22,8.90,9.90,11.50
20230127,HotSandwichup650,22,6.90,7.90,9.50
20230127,SuppemitBrot,22,7.50,8.50,9.50
20230130,Currymeet,22,9.90,11.90,15.50
20230130,Curryvegie,22,7.90,9.90,13.50
20230130,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230130,TakeAwaysalad,22,9.50,10.50,11.50
20230130,Gyros,22,8.90,9.90,11.50
20230130,HotSandwichup650,22,6.90,7.90,9.50
20230130,SuppemitBrot,22,7.50,8.50,9.50
20230131,Currymeet,22,9.90,11.90,15.50
20230131,Curryvegie,22,7.90,9.90,13.50
20230131,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230131,TakeAwaysalad,22,9.50,10.50,11.50
20230131,Gyros,22,8.90,9.90,11.50
20230131,HotSandwichup650,22,6.90,7.90,9.50
20230131,SuppemitBrot,22,7.50,8.50,9.50
20230201,Currymeet,22,9.90,11.90,15.50
20230201,Curryvegie,22,7.90,9.90,13.50
20230201,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230201,TakeAwaysalad,22,9.50,10.50,11.50
20230201,Gyros,22,8.90,9.90,11.50
20230201,HotSandwichup650,22,6.90,7.90,9.50
20230201,SuppemitBrot,22,7.50,8.50,9.50
20230202,Currymeet,22,9.90,11.90,15.50
20230202,Curryvegie,22,7.90,9.90,13.50
20230202,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230202,TakeAwaysalad,22,9.50,10.50,11.50
20230202,Gyros,22,8.90,9.90,11.50
20230202,HotSandwichup650,22,6.90,7.90,9.50
20230202,SuppemitBrot,22,7.50,8.50,9.50
20230203,Currymeet,22,9.90,11.90,15.50
20230203,Curryvegie,22,7.90,9.90,13.50
20230203,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230203,TakeAwaysalad,22,9.50,10.50,11.50
20230203,Gyros,22,8.90,9.90,11.50
20230203,HotSandwichup650,22,6.90,7.90,9.50
20230203,SuppemitBrot,22,7.50,8.50,9.50
20230206,Currymeet,22,9.90,11.90,15.50
20230206,Curryvegie,22,7.90,9.90,13.50
20230206,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230206,TakeAwaysalad,22,9.50,10.50,11.50
20230206,Gyros,22,8.90,9.90,11.50
20230206,HotSandwichup650,22,6.90,7.90,9.50
20230206,SuppemitBrot,22,7.50,8.50,9.50
20230207,Currymeet,22,9.90,11.90,15.50
20230207,Curryvegie,22,7.90,9.90,13.50
20230207,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230207,TakeAwaysalad,22,9.50,10.50,11.50
20230207,Gyros,22,8.90,9.90,11.50
20230207,HotSandwichup650,22,6.90,7.90,9.50
20230207,SuppemitBrot,22,7.50,8.50,9.50
20230208,Currymeet,22,9.90,11.90,15.50
20230208,Curryvegie,22,7.90,9.90,13.50
20230208,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230208,TakeAwaysalad,22,9.50,10.50,11.50
20230208,Gyros,22,8.90,9.90,11.50
20230208,HotSandwichup650,22,6.90,7.90,9.50
20230208,SuppemitBrot,22,7.50,8.50,9.50
20230209,Currymeet,22,9.90,11.90,15.50
20230209,Curryvegie,22,7.90,9.90,13.50
20230209,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230209,TakeAwaysalad,22,9.50,10.50,11.50
20230209,Gyros,22,8.90,9.90,11.50
20230209,HotSandwichup650,22,6.90,7.90,9.50
20230209,SuppemitBrot,22,7.50,8.50,9.50
20230210,Currymeet,22,9.90,11.90,15.50
20230210,Curryvegie,22,7.90,9.90,13.50
20230210,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230210,TakeAwaysalad,22,9.50,10.50,11.50
20230210,Gyros,22,8.90,9.90,11.50
20230210,HotSandwichup650,22,6.90,7.90,9.50
20230210,SuppemitBrot,22,7.50,8.50,9.50
20230213,Currymeet,22,9.90,11.90,15.50
20230213,Curryvegie,22,7.90,9.90,13.50
20230213,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230213,TakeAwaysalad,22,9.50,10.50,11.50
20230213,Gyros,22,8.90,9.90,11.50
20230213,HotSandwichup650,22,6.90,7.90,9.50
20230213,SuppemitBrot,22,7.50,8.50,9.50
20230214,Currymeet,22,9.90,11.90,15.50
20230214,Curryvegie,22,7.90,9.90,13.50
20230214,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230214,TakeAwaysalad,22,9.50,10.50,11.50
20230214,Gyros,22,8.90,9.90,11.50
20230214,HotSandwichup650,22,6.90,7.90,9.50
20230214,SuppemitBrot,22,7.50,8.50,9.50
20230215,Currymeet,22,9.90,11.90,15.50
20230215,Curryvegie,22,7.90,9.90,13.50
20230215,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230215,TakeAwaysalad,22,9.50,10.50,11.50
20230215,Gyros,22,8.90,9.90,11.50
20230215,HotSandwichup650,22,6.90,7.90,9.50
20230215,SuppemitBrot,22,7.50,8.50,9.50
20230216,Currymeet,22,9.90,11.90,15.50
20230216,Curryvegie,22,7.90,9.90,13.50
20230216,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230216,TakeAwaysalad,22,9.50,10.50,11.50
20230216,Gyros,22,8.90,9.90,11.50
20230216,HotSandwichup650,22,6.90,7.90,9.50
20230216,SuppemitBrot,22,7.50,8.50,9.50
20230217,Currymeet,22,9.90,11.90,15.50
20230217,Curryvegie,22,7.90,9.90,13.50
20230217,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230217,TakeAwaysalad,22,9.50,10.50,11.50
20230217,Gyros,22,8.90,9.90,11.50
20230217,HotSandwichup650,22,6.90,7.90,9.50
20230217,SuppemitBrot,22,7.50,8.50,9.50
20230220,Currymeet,22,9.90,11.90,15.50
20230220,Curryvegie,22,7.90,9.90,13.50
20230220,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230220,TakeAwaysalad,22,9.50,10.50,11.50
20230220,Gyros,22,8.90,9.90,11.50
20230220,HotSandwichup650,22,6.90,7.90,9.50
20230220,SuppemitBrot,22,7.50,8.50,9.50
20230221,Currymeet,22,9.90,11.90,15.50
20230221,Curryvegie,22,7.90,9.90,13.50
20230221,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230221,TakeAwaysalad,22,9.50,10.50,11.50
20230221,Gyros,22,8.90,9.90,11.50
20230221,HotSandwichup650,22,6.90,7.90,9.50
20230221,SuppemitBrot,22,7.50,8.50,9.50
20230222,Currymeet,22,9.90,11.90,15.50
20230222,Curryvegie,22,7.90,9.90,13.50
20230222,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230222,TakeAwaysalad,22,9.50,10.50,11.50
20230222,Gyros,22,8.90,9.90,11.50
20230222,HotSandwichup650,22,6.90,7.90,9.50
20230222,SuppemitBrot,22,7.50,8.50,9.50
20230223,Currymeet,22,9.90,11.90,15.50
20230223,Curryvegie,22,7.90,9.90,13.50
20230223,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230223,TakeAwaysalad,22,9.50,10.50,11.50
20230223,Gyros,22,8.90,9.90,11.50
20230223,HotSandwichup650,22,6.90,7.90,9.50
20230223,SuppemitBrot,22,7.50,8.50,9.50
20230224,Currymeet,22,9.90,11.90,15.50
20230224,Curryvegie,22,7.90,9.90,13.50
20230224,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230224,TakeAwaysalad,22,9.50,10.50,11.50
20230224,Gyros,22,8.90,9.90,11.50
20230224,HotSandwichup650,22,6.90,7.90,9.50
20230224,SuppemitBrot,22,7.50,8.50,9.50
20230227,Currymeet,22,9.90,11.90,15.50
20230227,Curryvegie,22,7.90,9.90,13.50
20230227,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230227,TakeAwaysalad,22,9.50,10.50,11.50
20230227,Gyros,22,8.90,9.90,11.50
20230227,HotSandwichup650,22,6.90,7.90,9.50
20230227,SuppemitBrot,22,7.50,8.50,9.50
20230228,Currymeet,22,9.90,11.90,15.50
20230228,Curryvegie,22,7.90,9.90,13.50
20230228,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230228,TakeAwaysalad,22,9.50,10.50,11.50
20230228,Gyros,22,8.90,9.90,11.50
20230228,HotSandwichup650,22,6.90,7.90,9.50
20230228,SuppemitBrot,22,7.50,8.50,9.50
20230301,Currymeet,22,9.90,11.90,15.50
20230301,Curryvegie,22,7.90,9.90,13.50
20230301,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230301,TakeAwaysalad,22,9.50,10.50,11.50
20230301,Gyros,22,8.90,9.90,11.50
20230301,HotSandwichup650,22,6.90,7.90,9.50
20230301,SuppemitBrot,22,7.50,8.50,9.50
20230302,Currymeet,22,9.90,11.90,15.50
20230302,Curryvegie,22,7.90,9.90,13.50
20230302,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230302,TakeAwaysalad,22,9.50,10.50,11.50
20230302,Gyros,22,8.90,9.90,11.50
20230302,HotSandwichup650,22,6.90,7.90,9.50
20230302,SuppemitBrot,22,7.50,8.50,9.50
20230303,Currymeet,22,9.90,11.90,15.50
20230303,Curryvegie,22,7.90,9.90,13.50
20230303,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230303,TakeAwaysalad,22,9.50,10.50,11.50
20230303,Gyros,22,8.90,9.90,11.50
20230303,HotSandwichup650,22,6.90,7.90,9.50
20230303,SuppemitBrot,22,7.50,8.50,9.50
20230306,Currymeet,22,9.90,11.90,15.50
20230306,Curryvegie,22,7.90,9.90,13.50
20230306,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230306,TakeAwaysalad,22,9.50,10.50,11.50
20230306,Gyros,22,8.90,9.90,11.50
20230306,HotSandwichup650,22,6.90,7.90,9.50
20230306,SuppemitBrot,22,7.50,8.50,9.50
20230307,Currymeet,22,9.90,11.90,15.50
20230307,Curryvegie,22,7.90,9.90,13.50
20230307,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230307,TakeAwaysalad,22,9.50,10.50,11.50
20230307,Gyros,22,8.90,9.90,11.50
20230307,HotSandwichup650,22,6.90,7.90,9.50
20230307,SuppemitBrot,22,7.50,8.50,9.50
20230308,Currymeet,22,9.90,11.90,15.50
20230308,Curryvegie,22,7.90,9.90,13.50
20230308,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230308,TakeAwaysalad,22,9.50,10.50,11.50
20230308,Gyros,22,8.90,9.90,11.50
20230308,HotSandwichup650,22,6.90,7.90,9.50
20230308,SuppemitBrot,22,7.50,8.50,9.50
20230309,Currymeet,22,9.90,11.90,15.50
20230309,Curryvegie,22,7.90,9.90,13.50
20230309,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230309,TakeAwaysalad,22,9.50,10.50,11.50
20230309,Gyros,22,8.90,9.90,11.50
20230309,HotSandwichup650,22,6.90,7.90,9.50
20230309,SuppemitBrot,22,7.50,8.50,9.50
20230310,Currymeet,22,9.90,11.90,15.50
20230310,Curryvegie,22,7.90,9.90,13.50
20230310,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230310,TakeAwaysalad,22,9.50,10.50,11.50
20230310,Gyros,22,8.90,9.90,11.50
20230310,HotSandwichup650,22,6.90,7.90,9.50
20230310,SuppemitBrot,22,7.50,8.50,9.50
20230313,Currymeet,22,9.90,11.90,15.50
20230313,Curryvegie,22,7.90,9.90,13.50
20230313,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230313,TakeAwaysalad,22,9.50,10.50,11.50
20230313,Gyros,22,8.90,9.90,11.50
20230313,HotSandwichup650,22,6.90,7.90,9.50
20230313,SuppemitBrot,22,7.50,8.50,9.50
20230314,Currymeet,22,9.90,11.90,15.50
20230314,Curryvegie,22,7.90,9.90,13.50
20230314,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230314,TakeAwaysalad,22,9.50,10.50,11.50
20230314,Gyros,22,8.90,9.90,11.50
20230314,HotSandwichup650,22,6.90,7.90,9.50
20230314,SuppemitBrot,22,7.50,8.50,9.50
20230315,Currymeet,22,9.90,11.90,15.50
20230315,Curryvegie,22,7.90,9.90,13.50
20230315,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230315,TakeAwaysalad,22,9.50,10.50,11.50
20230315,Gyros,22,8.90,9.90,11.50
20230315,HotSandwichup650,22,6.90,7.90,9.50
20230315,SuppemitBrot,22,7.50,8.50,9.50
20230316,Currymeet,22,9.90,11.90,15.50
20230316,Curryvegie,22,7.90,9.90,13.50
20230316,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230316,TakeAwaysalad,22,9.50,10.50,11.50
20230316,Gyros,22,8.90,9.90,11.50
20230316,HotSandwichup650,22,6.90,7.90,9.50
20230316,SuppemitBrot,22,7.50,8.50,9.50
20230317,Currymeet,22,9.90,11.90,15.50
20230317,Curryvegie,22,7.90,9.90,13.50
20230317,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230317,TakeAwaysalad,22,9.50,10.50,11.50
20230317,Gyros,22,8.90,9.90,11.50
20230317,HotSandwichup650,22,6.90,7.90,9.50
20230317,SuppemitBrot,22,7.50,8.50,9.50
20230320,Currymeet,22,9.90,11.90,15.50
20230320,Curryvegie,22,7.90,9.90,13.50
20230320,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230320,TakeAwaysalad,22,9.50,10.50,11.50
20230320,Gyros,22,8.90,9.90,11.50
20230320,HotSandwichup650,22,6.90,7.90,9.50
20230320,SuppemitBrot,22,7.50,8.50,9.50
20230321,Currymeet,22,9.90,11.90,15.50
20230321,Curryvegie,22,7.90,9.90,13.50
20230321,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230321,TakeAwaysalad,22,9.50,10.50,11.50
20230321,Gyros,22,8.90,9.90,11.50
20230321,HotSandwichup650,22,6.90,7.90,9.50
20230321,SuppemitBrot,22,7.50,8.50,9.50
20230322,Currymeet,22,9.90,11.90,15.50
20230322,Curryvegie,22,7.90,9.90,13.50
20230322,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230322,TakeAwaysalad,22,9.50,10.50,11.50
20230322,Gyros,22,8.90,9.90,11.50
20230322,HotSandwichup650,22,6.90,7.90,9.50
20230322,SuppemitBrot,22,7.50,8.50,9.50
20230323,Currymeet,22,9.90,11.90,15.50
20230323,Curryvegie,22,7.90,9.90,13.50
20230323,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230323,TakeAwaysalad,22,9.50,10.50,11.50
20230323,Gyros,22,8.90,9.90,11.50
20230323,HotSandwichup650,22,6.90,7.90,9.50
20230323,SuppemitBrot,22,7.50,8.50,9.50
20230324,Currymeet,22,9.90,11.90,15.50
20230324,Curryvegie,22,7.90,9.90,13.50
20230324,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230324,TakeAwaysalad,22,9.50,10.50,11.50
20230324,Gyros,22,8.90,9.90,11.50
20230324,HotSandwichup650,22,6.90,7.90,9.50
20230324,SuppemitBrot,22,7.50,8.50,9.50
20230327,Currymeet,22,9.90,11.90,15.50
20230327,Curryvegie,22,7.90,9.90,13.50
20230327,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230327,TakeAwaysalad,22,9.50,10.50,11.50
20230327,Gyros,22,8.90,9.90,11.50
20230327,HotSandwichup650,22,6.90,7.90,9.50
20230327,SuppemitBrot,22,7.50,8.50,9.50
20230328,Currymeet,22,9.90,11.90,15.50
20230328,Curryvegie,22,7.90,9.90,13.50
20230328,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230328,TakeAwaysalad,22,9.50,10.50,11.50
20230328,Gyros,22,8.90,9.90,11.50
20230328,HotSandwichup650,22,6.90,7.90,9.50
20230328,SuppemitBrot,22,7.50,8.50,9.50
20230329,Currymeet,22,9.90,11.90,15.50
20230329,Curryvegie,22,7.90,9.90,13.50
20230329,GreenGrabgowithmixedWrap,22,8.30,9.30,10.90
20230329,TakeAwaysalad,22,9.50,10.50,11.50
20230329,Gyros,22,8.90,9.90,11.50
20230329,HotSandwichup650,22,6.90,7.90,9.50
20230329,SuppemitBrot,22,7.50,8.50,9.50
20230330,Currymeet,22,9.90,11.90,15.50
20230330,Curryvegie,22,7.90,9.90,13.50
